id_student,code_module,code_presentation,totalAssessmentsTaken,meanTMAScore,meanCMAScore,meanExamScore,submittedLate,totalBanked
608349,FFF,2013J,12.0,71.0,80.0,,1.0,0.0
608356,FFF,2013J,12.0,70.8,86.0,,3.0,0.0
608407,BBB,2014B,11.0,79.83333333333333,96.0,,5.0,0.0
608417,DDD,2013J,7.0,46.666666666666664,,62.0,2.0,0.0
608419,BBB,2013J,11.0,83.66666666666667,92.0,,5.0,0.0
608421,FFF,2013J,12.0,85.0,85.14285714285714,,2.0,0.0
608422,CCC,2014J,7.0,44.5,66.0,56.0,4.0,0.0
608422,FFF,2013J,12.0,67.6,81.14285714285714,,5.0,0.0
608423,CCC,2014J,6.0,68.66666666666667,65.66666666666667,,3.0,0.0
608448,BBB,2014J,5.0,87.6,,,0.0,0.0
608449,DDD,2013J,7.0,92.66666666666667,,69.0,0.0,0.0
608459,EEE,2013J,3.0,71.33333333333333,,,0.0,0.0
608464,CCC,2014B,6.0,81.0,82.0,72.0,5.0,0.0
608472,CCC,2014B,3.0,,33.333333333333336,,3.0,0.0
608477,FFF,2013J,12.0,75.4,74.57142857142857,,1.0,0.0
608487,DDD,2014B,6.0,64.2,,38.0,1.0,0.0
608488,EEE,2014J,4.0,84.25,,,0.0,0.0
608497,BBB,2013J,3.0,79.5,80.0,,2.0,0.0
608504,CCC,2014B,5.0,45.5,49.666666666666664,,3.0,0.0
608504,EEE,2013J,4.0,86.75,,,0.0,0.0
608536,GGG,2014J,8.0,63.666666666666664,88.0,,1.0,0.0
608564,BBB,2013J,6.0,61.333333333333336,73.33333333333333,,3.0,0.0
608571,CCC,2014J,2.0,64.0,89.0,,1.0,0.0
608577,CCC,2014B,4.0,78.0,80.66666666666667,,4.0,0.0
608577,CCC,2014J,6.0,86.33333333333333,80.66666666666667,,0.0,6.0
608578,BBB,2013J,11.0,76.0,88.0,,6.0,0.0
608596,GGG,2014B,7.0,60.0,70.0,,2.0,0.0
608623,BBB,2013J,11.0,61.5,84.0,,5.0,0.0
608630,DDD,2013J,1.0,46.0,,,0.0,0.0
608638,DDD,2013J,2.0,90.5,,,1.0,0.0
608643,DDD,2013J,6.0,63.6,,78.0,1.0,0.0
608647,BBB,2013J,11.0,56.5,76.0,,5.0,0.0
608672,GGG,2013J,9.0,48.0,83.33333333333333,,2.0,0.0
608681,CCC,2014J,9.0,49.5,37.75,30.0,5.0,0.0
608681,FFF,2013J,12.0,78.4,81.28571428571429,,1.0,0.0
608693,GGG,2013J,9.0,58.666666666666664,74.66666666666667,,0.0,0.0
608698,FFF,2013J,12.0,78.4,75.57142857142857,,1.0,0.0
608719,BBB,2013J,1.0,60.0,,,0.0,0.0
608724,DDD,2014B,7.0,78.33333333333333,,89.0,2.0,0.0
608727,FFF,2014B,4.0,58.0,83.5,,0.0,0.0
608733,DDD,2013J,7.0,85.33333333333333,,78.0,0.0,0.0
608735,CCC,2014B,4.0,,60.666666666666664,74.0,3.0,0.0
608737,FFF,2013J,12.0,67.2,73.14285714285714,,0.0,0.0
608738,BBB,2013J,10.0,67.6,56.0,,8.0,0.0
608744,EEE,2013J,4.0,79.75,,,0.0,0.0
608745,DDD,2013J,7.0,78.16666666666667,,71.0,3.0,0.0
608746,CCC,2014J,7.0,84.0,84.0,62.0,2.0,0.0
608746,DDD,2014J,7.0,79.0,,56.0,0.0,0.0
608747,FFF,2013J,12.0,76.4,77.0,,3.0,0.0
608753,CCC,2014B,8.0,66.0,58.333333333333336,34.0,4.0,0.0
608753,FFF,2013J,12.0,87.0,83.42857142857143,,0.0,0.0
608766,BBB,2013J,11.0,78.33333333333333,92.0,,5.0,0.0
608772,DDD,2014B,2.0,51.0,,,2.0,0.0
608775,DDD,2014J,7.0,68.66666666666667,,71.0,1.0,0.0
608815,DDD,2013J,7.0,68.5,,73.0,0.0,0.0
608827,FFF,2013J,12.0,75.8,61.57142857142857,,6.0,0.0
608842,DDD,2014J,7.0,76.33333333333333,,62.0,0.0,0.0
608851,BBB,2014J,5.0,58.2,,,0.0,0.0
608853,EEE,2014J,4.0,56.5,,,0.0,0.0
608864,FFF,2013J,1.0,100.0,,,0.0,0.0
608864,FFF,2014B,3.0,70.33333333333333,,,0.0,1.0
608866,FFF,2013J,6.0,76.5,76.0,,1.0,0.0
608884,EEE,2013J,4.0,53.0,,,2.0,0.0
608891,CCC,2014J,4.0,87.0,80.0,,3.0,0.0
608891,FFF,2014B,12.0,91.8,92.57142857142857,,0.0,0.0
608904,CCC,2014B,9.0,96.0,98.5,96.0,5.0,0.0
608907,GGG,2014B,7.0,75.0,95.0,,2.0,0.0
608909,FFF,2013J,7.0,81.66666666666667,74.75,,0.0,0.0
608913,FFF,2013J,12.0,69.6,77.57142857142857,,0.0,0.0
608923,DDD,2013J,7.0,44.166666666666664,,78.0,1.0,0.0
608939,BBB,2013J,1.0,68.0,,,0.0,0.0
608942,BBB,2013J,2.0,48.0,100.0,,2.0,0.0
608943,DDD,2014J,2.0,54.0,,,1.0,0.0
608966,FFF,2013J,12.0,86.6,86.57142857142857,,0.0,0.0
608978,CCC,2014J,9.0,96.5,97.0,100.0,4.0,0.0
608983,DDD,2013J,7.0,87.66666666666667,,78.0,0.0,0.0
609010,BBB,2013J,10.0,73.2,88.0,,6.0,0.0
609019,DDD,2014B,6.0,51.0,,36.0,2.0,0.0
609025,CCC,2014B,2.0,90.0,,,0.0,0.0
609025,EEE,2013J,4.0,95.25,,,0.0,0.0
609031,CCC,2014J,9.0,89.0,80.0,68.0,5.0,0.0
609031,DDD,2013J,7.0,86.16666666666667,,96.0,0.0,0.0
609044,DDD,2013J,3.0,44.666666666666664,,,0.0,0.0
609045,CCC,2014B,7.0,88.5,78.0,72.0,2.0,0.0
609046,BBB,2013J,11.0,76.16666666666667,96.0,,7.0,0.0
609047,BBB,2013J,10.0,67.0,84.0,,6.0,0.0
609089,DDD,2014B,1.0,49.0,,,0.0,0.0
609097,FFF,2013J,12.0,66.6,73.85714285714286,,1.0,0.0
609142,FFF,2014J,12.0,93.2,95.85714285714286,,0.0,0.0
609171,FFF,2014B,2.0,76.0,,,0.0,0.0
609184,FFF,2013J,5.0,63.333333333333336,90.5,,0.0,0.0
609192,CCC,2014B,2.0,,66.5,,2.0,0.0
609192,EEE,2013J,4.0,71.25,,,0.0,0.0
609193,BBB,2013J,1.0,68.0,,,0.0,0.0
609194,BBB,2014J,5.0,46.4,,,2.0,0.0
609194,DDD,2014B,7.0,66.0,,73.0,3.0,0.0
609203,BBB,2014J,5.0,64.2,,,0.0,0.0
609220,FFF,2013J,12.0,84.0,76.85714285714286,,0.0,0.0
609221,FFF,2013J,12.0,91.2,91.28571428571429,,0.0,0.0
609229,CCC,2014B,9.0,98.0,98.5,96.0,4.0,0.0
609229,FFF,2013J,12.0,73.4,100.0,,0.0,0.0
609230,BBB,2013J,1.0,73.0,,,0.0,0.0
609235,CCC,2014J,9.0,95.25,95.5,98.0,4.0,0.0
609240,FFF,2014J,12.0,90.6,89.71428571428571,,0.0,0.0
609242,DDD,2013J,4.0,60.75,,,2.0,0.0
609244,FFF,2013J,2.0,84.0,83.0,,0.0,0.0
609245,DDD,2014J,7.0,79.66666666666667,,62.0,0.0,0.0
609257,GGG,2014J,9.0,65.66666666666667,80.0,,1.0,0.0
609265,DDD,2014B,6.0,74.8,,64.0,0.0,0.0
609277,FFF,2013J,12.0,85.2,87.42857142857143,,0.0,0.0
609297,GGG,2014B,9.0,75.0,96.66666666666667,,0.0,0.0
609307,BBB,2013J,10.0,84.66666666666667,95.0,,5.0,0.0
609326,GGG,2014B,9.0,49.0,80.0,,0.0,0.0
609330,GGG,2013J,9.0,88.33333333333333,100.0,,0.0,0.0
609347,FFF,2014B,3.0,74.33333333333333,,,0.0,0.0
609354,DDD,2014B,4.0,75.0,,,1.0,0.0
609383,CCC,2014B,1.0,,60.0,,1.0,0.0
609383,EEE,2014B,4.0,93.5,,,0.0,0.0
609396,FFF,2013J,2.0,96.0,,,0.0,0.0
609399,GGG,2013J,9.0,83.33333333333333,96.66666666666667,,0.0,0.0
609403,BBB,2014J,5.0,69.4,,,3.0,0.0
609403,GGG,2013J,9.0,65.0,86.66666666666667,,0.0,0.0
609416,FFF,2013J,12.0,81.6,81.71428571428571,,2.0,0.0
609422,BBB,2013J,3.0,73.5,100.0,,1.0,0.0
609422,BBB,2014B,6.0,77.33333333333333,93.33333333333333,,3.0,3.0
609426,BBB,2014B,10.0,69.4,72.0,,6.0,0.0
609427,GGG,2014J,3.0,45.5,60.0,,2.0,0.0
609435,FFF,2013J,2.0,46.0,83.0,,1.0,0.0
609439,FFF,2013J,12.0,81.0,81.85714285714286,,0.0,0.0
609450,CCC,2014B,1.0,,10.0,,1.0,0.0
609450,EEE,2014B,3.0,68.66666666666667,,,1.0,0.0
609456,CCC,2014J,9.0,83.5,93.25,74.0,5.0,0.0
609460,FFF,2013J,1.0,84.0,,,0.0,0.0
609488,DDD,2013J,1.0,52.0,,,0.0,0.0
609489,CCC,2014B,2.0,46.0,10.0,,1.0,0.0
609510,BBB,2013J,5.0,62.0,80.0,,4.0,0.0
609513,FFF,2013J,1.0,50.0,,,1.0,0.0
609515,CCC,2014B,9.0,77.5,81.75,88.0,5.0,0.0
609527,CCC,2014J,1.0,,56.0,,1.0,0.0
609527,EEE,2013J,4.0,95.25,,,0.0,0.0
609535,GGG,2013J,1.0,45.0,,,0.0,0.0
609537,CCC,2014J,9.0,99.0,96.25,98.0,4.0,0.0
609537,FFF,2013J,12.0,91.6,93.0,,0.0,0.0
609538,GGG,2013J,9.0,68.66666666666667,100.0,,1.0,0.0
609556,DDD,2014J,7.0,80.16666666666667,,67.0,0.0,0.0
609557,GGG,2013J,7.0,58.666666666666664,90.0,,7.0,0.0
609558,FFF,2013J,3.0,47.333333333333336,,,0.0,0.0
609570,DDD,2014B,4.0,57.25,,,0.0,0.0
609573,DDD,2014B,7.0,82.16666666666667,,93.0,0.0,0.0
609583,EEE,2013J,1.0,80.0,,,1.0,0.0
609593,DDD,2013J,7.0,80.5,,82.0,0.0,0.0
609596,BBB,2014B,10.0,87.6,88.0,,5.0,0.0
609602,CCC,2014B,5.0,,98.5,94.0,4.0,0.0
609605,CCC,2014J,5.0,49.0,62.0,,3.0,0.0
609605,EEE,2014J,3.0,89.33333333333333,,,0.0,0.0
609645,CCC,2014B,9.0,46.25,36.5,26.0,7.0,0.0
609645,EEE,2014B,4.0,79.0,,,0.0,0.0
609655,DDD,2014J,1.0,45.0,,,0.0,0.0
609679,BBB,2013J,9.0,73.0,95.0,,4.0,0.0
609681,DDD,2014B,1.0,36.0,,,1.0,0.0
609682,EEE,2013J,4.0,82.75,,,1.0,0.0
609704,BBB,2013J,11.0,63.333333333333336,100.0,,5.0,0.0
609743,FFF,2013J,12.0,59.2,59.142857142857146,,5.0,0.0
609748,EEE,2013J,1.0,80.0,,,0.0,0.0
609754,GGG,2014B,9.0,70.0,72.0,,0.0,0.0
609761,GGG,2013J,9.0,80.0,96.66666666666667,,0.0,0.0
609764,BBB,2013J,3.0,63.0,100.0,,1.0,0.0
609777,FFF,2013J,6.0,68.0,67.33333333333333,,0.0,0.0
609797,DDD,2013J,5.0,41.6,,,1.0,0.0
609804,BBB,2013J,9.0,66.0,40.0,,6.0,0.0
609811,BBB,2013J,11.0,80.5,100.0,,7.0,0.0
609812,BBB,2013J,11.0,56.666666666666664,84.0,,6.0,0.0
609815,BBB,2013J,11.0,61.666666666666664,100.0,,9.0,0.0
609817,BBB,2013J,8.0,66.2,66.66666666666667,,6.0,0.0
609823,CCC,2014J,2.0,74.0,89.0,,1.0,0.0
609831,FFF,2013J,1.0,66.0,,,0.0,0.0
609837,GGG,2013J,2.0,63.5,,,0.0,0.0
609850,BBB,2013J,2.0,39.5,,,0.0,0.0
609852,CCC,2014J,9.0,93.75,100.0,82.0,4.0,0.0
609852,DDD,2014B,7.0,85.66666666666667,,84.0,0.0,0.0
609864,BBB,2013J,10.0,51.5,85.0,,8.0,0.0
609868,FFF,2014B,4.0,51.666666666666664,78.0,,0.0,0.0
609871,BBB,2013J,8.0,55.0,86.66666666666667,,7.0,0.0
609873,BBB,2013J,2.0,57.0,,,0.0,0.0
609882,FFF,2013J,12.0,86.8,84.28571428571429,,0.0,0.0
609887,BBB,2013J,2.0,60.0,60.0,,2.0,0.0
609891,CCC,2014J,8.0,48.333333333333336,39.0,30.0,5.0,0.0
609891,FFF,2014B,12.0,58.0,66.42857142857143,,7.0,0.0
609900,GGG,2013J,8.0,90.0,76.0,,6.0,0.0
609908,FFF,2013J,12.0,74.0,77.57142857142857,,0.0,0.0
609912,GGG,2013J,9.0,66.66666666666667,96.66666666666667,,1.0,0.0
609927,BBB,2014J,5.0,55.2,,,1.0,0.0
609932,DDD,2013J,4.0,77.66666666666667,,71.0,0.0,0.0
609946,DDD,2014B,1.0,29.0,,,0.0,0.0
609969,CCC,2014J,9.0,82.75,82.25,90.0,5.0,0.0
609969,DDD,2013J,7.0,64.83333333333333,,49.0,0.0,0.0
609985,FFF,2013J,12.0,53.2,48.857142857142854,,0.0,0.0
610012,GGG,2013J,9.0,76.0,73.33333333333333,,2.0,0.0
610019,CCC,2014J,5.0,,64.75,50.0,4.0,0.0
610019,DDD,2013J,7.0,83.33333333333333,,78.0,0.0,0.0
610025,EEE,2013J,4.0,77.0,,,0.0,0.0
610032,BBB,2013J,11.0,80.5,96.0,,6.0,0.0
610033,CCC,2014J,9.0,86.5,89.25,94.0,4.0,0.0
610057,GGG,2013J,9.0,85.0,100.0,,1.0,0.0
610059,BBB,2013J,10.0,58.6,88.0,,7.0,0.0
610094,FFF,2014B,12.0,70.2,74.85714285714286,,2.0,0.0
610097,FFF,2013J,12.0,78.0,94.57142857142857,,0.0,0.0
610099,CCC,2014B,7.0,66.0,67.0,60.0,4.0,0.0
610099,FFF,2013J,12.0,86.8,81.71428571428571,,0.0,0.0
610127,GGG,2014B,9.0,71.66666666666667,86.66666666666667,,2.0,0.0
610158,EEE,2013J,4.0,70.75,,,3.0,0.0
610170,DDD,2013J,2.0,69.5,,,0.0,0.0
610170,DDD,2014B,2.0,69.5,,,0.0,2.0
610172,FFF,2013J,12.0,64.8,62.57142857142857,,1.0,0.0
610188,EEE,2013J,4.0,92.75,,,0.0,0.0
610197,DDD,2014J,7.0,84.5,,47.0,2.0,0.0
610220,DDD,2013J,7.0,86.16666666666667,,84.0,1.0,0.0
610228,DDD,2014B,1.0,26.0,,,0.0,0.0
610234,CCC,2014J,9.0,89.5,93.0,80.0,4.0,0.0
610234,EEE,2014B,4.0,90.5,,,0.0,0.0
610244,FFF,2013J,11.0,68.5,69.85714285714286,,7.0,0.0
610257,DDD,2013J,7.0,91.83333333333333,,78.0,0.0,0.0
610258,FFF,2013J,12.0,78.25,76.14285714285714,,1.0,0.0
610260,BBB,2013J,11.0,79.0,100.0,,5.0,0.0
610266,FFF,2013J,11.0,70.75,76.14285714285714,,1.0,0.0
610272,FFF,2014B,12.0,81.8,84.28571428571429,,0.0,0.0
610273,FFF,2014B,12.0,81.8,82.85714285714286,,0.0,0.0
610275,EEE,2014J,4.0,87.75,,,0.0,0.0
610278,FFF,2013J,12.0,83.6,83.85714285714286,,0.0,0.0
610279,CCC,2014J,4.0,,72.66666666666667,48.0,3.0,0.0
610279,DDD,2013J,7.0,79.33333333333333,,58.0,2.0,0.0
610285,CCC,2014J,3.0,88.0,89.0,,3.0,0.0
610285,DDD,2014B,7.0,99.66666666666667,,96.0,5.0,0.0
610287,CCC,2014B,6.0,78.33333333333333,75.0,,3.0,0.0
610287,CCC,2014J,9.0,78.25,81.25,52.0,2.0,6.0
610287,EEE,2014B,4.0,78.5,,,0.0,0.0
610287,EEE,2014J,4.0,78.5,,,0.0,4.0
610292,FFF,2013J,5.0,95.0,82.33333333333333,,0.0,0.0
610302,GGG,2014J,9.0,76.66666666666667,90.0,,0.0,0.0
610312,FFF,2013J,12.0,82.2,88.85714285714286,,1.0,0.0
610324,FFF,2013J,12.0,72.4,78.57142857142857,,0.0,0.0
610326,DDD,2014B,7.0,70.66666666666667,,64.0,1.0,0.0
610336,GGG,2014B,2.0,59.5,,,2.0,0.0
610340,BBB,2014B,5.0,62.333333333333336,100.0,,2.0,0.0
610347,GGG,2013J,9.0,85.0,96.66666666666667,,0.0,0.0
610362,BBB,2013J,11.0,52.5,100.0,,5.0,0.0
610373,EEE,2014J,4.0,87.75,,,0.0,0.0
610380,GGG,2013J,9.0,41.666666666666664,51.333333333333336,,0.0,0.0
610385,BBB,2014J,5.0,82.8,,,0.0,0.0
610391,CCC,2014B,3.0,,91.33333333333333,,3.0,0.0
610398,GGG,2014B,8.0,67.33333333333333,80.0,,0.0,0.0
610400,FFF,2013J,4.0,75.5,,,0.0,0.0
610402,DDD,2013J,3.0,28.0,,,0.0,0.0
610405,BBB,2014J,5.0,78.8,,,0.0,0.0
610405,GGG,2013J,9.0,83.33333333333333,93.33333333333333,,0.0,0.0
610416,BBB,2014B,10.0,61.4,72.0,,8.0,0.0
610423,BBB,2013J,6.0,72.0,86.66666666666667,,3.0,0.0
610428,BBB,2013J,9.0,74.33333333333333,73.33333333333333,,3.0,0.0
610453,EEE,2013J,4.0,92.0,,,0.0,0.0
610455,FFF,2013J,9.0,88.75,96.6,,0.0,0.0
610469,DDD,2013J,1.0,74.0,,,0.0,0.0
610470,BBB,2014J,5.0,70.6,,,0.0,0.0
610494,BBB,2014J,1.0,1.0,,,0.0,0.0
610503,EEE,2013J,4.0,75.75,,,1.0,0.0
610515,DDD,2014B,7.0,62.833333333333336,,58.0,0.0,0.0
610517,FFF,2013J,1.0,48.0,,,0.0,0.0
610530,GGG,2013J,3.0,56.666666666666664,,,2.0,0.0
610537,CCC,2014J,2.0,,33.0,,2.0,0.0
610537,DDD,2013J,5.0,29.2,,,1.0,0.0
610537,DDD,2014J,4.0,44.75,,,1.0,0.0
610545,BBB,2014J,5.0,75.8,,,0.0,0.0
610549,CCC,2014J,1.0,,56.0,,1.0,0.0
610549,EEE,2013J,4.0,82.0,,,0.0,0.0
610553,BBB,2013J,11.0,62.833333333333336,72.0,,5.0,0.0
610557,GGG,2013J,5.0,65.0,80.0,,0.0,0.0
610569,GGG,2013J,9.0,80.0,100.0,,0.0,0.0
610573,GGG,2013J,1.0,45.0,,,0.0,0.0
610575,CCC,2014B,8.0,71.5,65.66666666666667,44.0,6.0,0.0
610575,EEE,2013J,4.0,98.5,,,1.0,0.0
610577,CCC,2014B,1.0,,40.0,,1.0,0.0
610577,FFF,2013J,4.0,76.0,95.5,,0.0,0.0
610595,DDD,2013J,7.0,80.33333333333333,,71.0,0.0,0.0
610597,GGG,2013J,9.0,79.0,100.0,,0.0,0.0
610603,DDD,2013J,5.0,68.0,,64.0,2.0,0.0
610622,CCC,2014J,1.0,,0.0,,1.0,0.0
610622,DDD,2014J,1.0,75.0,,,0.0,0.0
610637,FFF,2013J,11.0,60.0,63.142857142857146,,2.0,0.0
610643,CCC,2014J,9.0,60.0,78.0,64.0,4.0,0.0
610643,FFF,2013J,12.0,69.8,83.85714285714286,,1.0,0.0
610650,CCC,2014J,9.0,76.5,91.75,96.0,4.0,0.0
610672,EEE,2014J,4.0,77.75,,,1.0,0.0
610681,CCC,2014J,3.0,,79.66666666666667,,3.0,0.0
610684,CCC,2014J,1.0,,11.0,,1.0,0.0
610684,EEE,2014B,4.0,72.75,,,2.0,0.0
610687,FFF,2013J,12.0,77.6,82.28571428571429,,0.0,0.0
610700,BBB,2013J,3.0,66.0,80.0,,1.0,0.0
610701,DDD,2013J,2.0,50.0,,,0.0,0.0
610725,BBB,2013J,9.0,68.66666666666667,60.0,,4.0,0.0
610731,BBB,2013J,3.0,66.0,90.0,,2.0,0.0
610738,GGG,2013J,1.0,,,,1.0,0.0
610739,GGG,2013J,7.0,91.66666666666667,90.0,,1.0,0.0
610745,BBB,2013J,11.0,62.0,100.0,,5.0,0.0
610746,FFF,2013J,12.0,82.6,93.0,,0.0,0.0
610749,GGG,2013J,9.0,83.33333333333333,93.33333333333333,,0.0,0.0
610750,BBB,2013J,11.0,78.83333333333333,96.0,,5.0,0.0
610759,BBB,2014B,10.0,59.666666666666664,85.0,,8.0,0.0
610763,BBB,2013J,11.0,84.16666666666667,100.0,,7.0,0.0
610771,FFF,2014B,12.0,63.8,72.57142857142857,,3.0,0.0
610775,FFF,2014B,12.0,81.8,67.85714285714286,,0.0,0.0
610776,BBB,2013J,1.0,,40.0,,1.0,0.0
610778,FFF,2014B,4.0,89.0,69.0,,0.0,0.0
610780,BBB,2013J,8.0,64.4,93.33333333333333,,4.0,0.0
610802,BBB,2013J,4.0,71.5,70.0,,4.0,0.0
610802,BBB,2014B,4.0,71.5,70.0,,0.0,4.0
610804,BBB,2013J,4.0,73.0,90.0,,3.0,0.0
610814,FFF,2013J,1.0,80.0,,,0.0,0.0
610828,DDD,2014J,7.0,57.833333333333336,,31.0,0.0,0.0
610830,DDD,2013J,1.0,80.0,,,1.0,0.0
610831,FFF,2013J,1.0,80.0,,,1.0,0.0
610855,EEE,2013J,4.0,81.75,,,0.0,0.0
610870,DDD,2013J,7.0,43.333333333333336,,56.0,4.0,0.0
610873,EEE,2013J,4.0,80.75,,,1.0,0.0
610881,CCC,2014J,9.0,93.25,90.0,94.0,5.0,0.0
610888,EEE,2013J,2.0,65.0,,,0.0,0.0
610904,CCC,2014J,9.0,81.0,79.5,54.0,4.0,0.0
610904,EEE,2014J,4.0,85.0,,,0.0,0.0
610906,BBB,2013J,11.0,79.5,92.0,,8.0,0.0
610917,GGG,2014B,2.0,77.0,,,1.0,0.0
610927,EEE,2014B,2.0,90.5,,,0.0,0.0
610931,DDD,2014B,7.0,93.16666666666667,,96.0,1.0,0.0
610932,FFF,2013J,2.0,74.0,,,0.0,0.0
610933,FFF,2013J,12.0,70.4,81.14285714285714,,7.0,0.0
610967,GGG,2014B,5.0,55.5,60.0,,0.0,0.0
610979,EEE,2013J,2.0,65.5,,,0.0,0.0
610992,FFF,2014B,12.0,84.0,92.14285714285714,,0.0,0.0
611004,BBB,2013J,3.0,74.0,60.0,,1.0,0.0
611012,BBB,2013J,11.0,70.5,80.0,,5.0,0.0
611013,DDD,2014J,7.0,53.5,,67.0,1.0,0.0
611017,BBB,2013J,11.0,83.33333333333333,64.0,,5.0,0.0
611023,BBB,2013J,11.0,74.0,88.0,,5.0,0.0
611024,EEE,2014B,4.0,88.75,,,1.0,0.0
611033,CCC,2014J,6.0,87.33333333333333,93.33333333333333,,6.0,0.0
611033,EEE,2013J,4.0,87.75,,,2.0,0.0
611039,FFF,2013J,12.0,82.6,80.0,,0.0,0.0
611048,BBB,2013J,1.0,60.0,,,1.0,0.0
611049,EEE,2013J,4.0,89.75,,,2.0,0.0
611051,BBB,2013J,2.0,36.0,,,0.0,0.0
611058,GGG,2013J,1.0,55.0,,,0.0,0.0
611060,BBB,2013J,11.0,79.5,96.0,,8.0,0.0
611062,CCC,2014B,1.0,,20.0,,1.0,0.0
611062,EEE,2013J,4.0,94.25,,,0.0,0.0
611126,FFF,2013J,2.0,51.0,,,2.0,0.0
611159,DDD,2014J,7.0,71.5,,60.0,0.0,0.0
611162,DDD,2013J,7.0,87.83333333333333,,60.0,0.0,0.0
611162,EEE,2014J,4.0,82.75,,,0.0,0.0
611173,CCC,2014J,6.0,68.0,48.75,50.0,5.0,0.0
611176,CCC,2014B,5.0,,86.75,86.0,4.0,0.0
611177,GGG,2013J,7.0,78.0,90.0,,2.0,0.0
611182,BBB,2013J,4.0,70.0,100.0,,2.0,0.0
611185,FFF,2014B,11.0,65.0,69.57142857142857,,0.0,0.0
611195,GGG,2014B,7.0,63.0,95.0,,0.0,0.0
611202,EEE,2013J,4.0,89.25,,,1.0,0.0
611206,EEE,2013J,2.0,65.0,,,2.0,0.0
611215,GGG,2013J,9.0,85.0,96.66666666666667,,0.0,0.0
611218,GGG,2013J,8.0,62.666666666666664,80.0,,0.0,0.0
611226,FFF,2013J,12.0,95.0,86.71428571428571,,0.0,0.0
611228,BBB,2013J,10.0,72.8,88.0,,6.0,0.0
611233,BBB,2014B,4.0,79.0,90.0,,2.0,0.0
611235,DDD,2014J,4.0,89.25,,,2.0,0.0
611241,BBB,2014J,5.0,68.2,,,1.0,0.0
611241,GGG,2013J,8.0,79.66666666666667,76.0,,3.0,0.0
611244,DDD,2013J,5.0,42.4,,,0.0,0.0
611245,FFF,2013J,1.0,68.0,,,1.0,0.0
611245,FFF,2014B,2.0,70.0,62.0,,0.0,0.0
611255,CCC,2014J,9.0,86.5,80.25,80.0,4.0,0.0
611255,EEE,2013J,4.0,94.5,,,0.0,0.0
611259,DDD,2013J,7.0,75.33333333333333,,71.0,0.0,0.0
611260,CCC,2014B,8.0,58.0,75.25,80.0,6.0,0.0
611268,BBB,2013J,10.0,66.0,100.0,,7.0,0.0
611268,BBB,2014J,5.0,88.2,,,2.0,0.0
611271,DDD,2013J,6.0,68.33333333333333,,,0.0,0.0
611275,BBB,2014J,2.0,27.5,,,1.0,0.0
611284,DDD,2013J,7.0,79.33333333333333,,96.0,0.0,0.0
611309,FFF,2013J,4.0,74.0,,,0.0,0.0
611315,BBB,2013J,10.0,88.6,92.0,,5.0,0.0
611329,BBB,2014J,5.0,56.0,,,0.0,0.0
611344,EEE,2013J,4.0,86.75,,,0.0,0.0
611348,BBB,2014B,11.0,79.16666666666667,76.0,,5.0,0.0
611350,FFF,2014B,12.0,72.4,76.71428571428571,,0.0,0.0
611377,DDD,2014B,7.0,80.16666666666667,,64.0,0.0,0.0
611383,BBB,2013J,10.0,81.66666666666667,90.0,,6.0,0.0
611396,FFF,2013J,12.0,62.8,65.28571428571429,,3.0,0.0
611402,CCC,2014B,8.0,51.75,36.333333333333336,46.0,7.0,0.0
611402,EEE,2013J,4.0,90.0,,,1.0,0.0
611405,EEE,2014J,4.0,93.0,,,0.0,0.0
611407,CCC,2014J,9.0,70.5,91.0,86.0,5.0,0.0
611407,EEE,2014B,4.0,86.5,,,0.0,0.0
611408,DDD,2013J,7.0,85.83333333333333,,51.0,3.0,0.0
611417,CCC,2014J,9.0,88.0,89.0,74.0,5.0,0.0
611418,DDD,2013J,3.0,47.333333333333336,,,0.0,0.0
611427,FFF,2014B,1.0,94.0,,,0.0,0.0
611464,DDD,2013J,7.0,72.66666666666667,,58.0,0.0,0.0
611475,BBB,2014B,10.0,81.0,88.0,,5.0,0.0
611478,DDD,2013J,7.0,88.0,,82.0,0.0,0.0
611489,GGG,2014B,9.0,86.0,93.33333333333333,,0.0,0.0
611496,GGG,2014B,9.0,81.0,93.33333333333333,,0.0,0.0
611502,EEE,2014B,4.0,87.0,,,1.0,0.0
611517,FFF,2014B,4.0,61.0,65.0,,0.0,0.0
611520,DDD,2014B,4.0,45.75,,,2.0,0.0
611531,BBB,2013J,11.0,78.83333333333333,92.0,,5.0,0.0
611534,GGG,2014B,1.0,65.0,,,0.0,0.0
611542,CCC,2014J,9.0,92.0,77.5,78.0,4.0,0.0
611542,FFF,2014B,12.0,89.0,91.42857142857143,,0.0,0.0
611561,EEE,2013J,2.0,83.5,,,0.0,0.0
611564,EEE,2013J,4.0,83.0,,,0.0,0.0
611580,GGG,2013J,9.0,74.33333333333333,93.33333333333333,,0.0,0.0
611586,BBB,2014B,3.0,69.0,80.0,,1.0,0.0
611588,DDD,2014J,5.0,41.6,,,1.0,0.0
611593,CCC,2014J,9.0,97.25,96.25,92.0,4.0,0.0
611593,DDD,2013J,7.0,88.5,,82.0,0.0,0.0
611595,FFF,2014B,12.0,75.4,86.14285714285714,,1.0,0.0
611603,FFF,2014J,12.0,84.2,94.28571428571429,,0.0,0.0
611612,GGG,2014B,9.0,62.0,66.66666666666667,,2.0,0.0
